ID,Title,Content,"Short Description",Date,"Post Type",Permalink,"Parent Product ID",Sku,Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_color)","Attribute Value (pa_color)","Attribute In Variations (pa_color)","Attribute Is Visible (pa_color)","Attribute Is Taxonomy (pa_color)","Attribute Name (pa_quality)","Attribute Value (pa_quality)","Attribute In Variations (pa_quality)","Attribute Is Visible (pa_quality)","Attribute Is Taxonomy (pa_quality)","Attribute Name (pa_size)","Attribute Value (pa_size)","Attribute In Variations (pa_size)","Attribute Is Visible (pa_size)","Attribute Is Taxonomy (pa_size)","Shipping Class","Image URL","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured","Attachment URL",Brands,"Product Type",Tags,"Product categories","Product tags","Product Visibility",Status,"Author ID","Author Username","Author Email","Author First Name","Author Last Name",Slug,Format,Template,"Parent Slug",Order,"Comment Status","Ping Status","Post Modified Date",Downloadable,Virtual,"Purchase Note",Featured,Weight,Length,Width,Height,"Sale Price Dates From","Sale Price Dates To","Sold Individually","Manage Stock",Up-Sells,Cross-Sells,"Downloadable Files Paths","Downloadable Files Names","Download Limit","Download Expiry","Download Type","Button Text",Backorders,"Tax Status","Tax Class","Product Image Gallery","Default Attributes","Product Attributes","Product Version","Variation Description","Wc Rating Count","Wc Review Count","Wc Average Rating"
13966,"180×22.2mm  7""X7/8"" 8500RPM Diamond Cutting Blade Tolsen Brand 76705","<strong>Features:</strong>
<ul class="""">
 	<li class=""""><strong>Model:</strong> 76705</li>
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.5c37233dZVkFMY""><strong>Size :</strong> 180×22.2mm 7""x7/8""</li>
 	<li class="""">Blade Width 10mm</li>
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i1.5c37233dZVkFMY""><strong>Max RPM:</strong> 8,500.</li>
</ul>",,2020-01-20,product,https://fixit.com.bd/product/180x22-2mm-7x7-8-8500rpm-diamond-cutting-blade-tolsen-brand-76705/,0,fixit-76705,580,580,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/76702.jpg,76702,,,,https://fixit.com.bd/wp-content/uploads/2020/01/76702.jpg,,Tolsen,simple,,"Tools and Hardware>Power Tool Accessories>Saw Blades",,,publish,2,lsneeha,ecommercefixit@gmail.com,Lazira,Parvin,180x22-2mm-7x7-8-8500rpm-diamond-cutting-blade-tolsen-brand-76705,,,0,0,open,closed,2020-06-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
13968,"400ml Fluorescent Pink Color Spray Paint Bosny Brand","<strong>Features:</strong>

Bosny Brand Fluorescent Pink Color Spray Paint

Specially formulated to add bright colors

To advertising signs, displays,sports equipment, etc.

Can adhere to metal, wood, glass and most plastics.

Extra brilliance is achieved

When applied over a base coat of white paint

&nbsp;

<strong>Size: 400ml</strong>

<strong>Material:</strong> Aerosol Spray Can

&nbsp;

<strong>Uses:</strong>

Wood

Metal

Wicker

Plastic

Hard Vinyl

Glass",,2020-01-20,product,https://fixit.com.bd/product/400ml-fluorescent-pink-color-spray-paint-bosny-brand/,0,30-495-,300,300,,instock,,,2,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/fluorescent-pink.jpg,fluorescent-pink,,,,https://fixit.com.bd/wp-content/uploads/2020/01/fluorescent-pink.jpg,,Bosny,simple,,"Paint>Spray Paint>General Purpose",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,400ml-fluorescent-pink-color-spray-paint-bosny-brand,,,0,0,open,closed,2020-06-16,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,4.2.0,,,0,0
13970,"400ml Fluorescent Green Color Spray Paint Bosny Brand","<strong>Features:</strong>

Bosny Brand Fluorescent Green Color Spray Paint

Specially formulated to add bright colors

To advertising signs, displays,sports equipment, etc.

Can adhere to metal, wood, glass and most plastics.

Extra brilliance is achieved

When applied over a base coat of white paint

&nbsp;

&nbsp;

<strong>Size: 400ml</strong>

<strong>Material:</strong> Aerosol Spray Can

&nbsp;

&nbsp;

<strong>Uses:</strong>

Wood

Metal

Wicker

Plastic

Hard Vinyl

Glass",,2020-01-20,product,https://fixit.com.bd/product/400ml-fluorescent-green-color-spray-paint-bosny-brand/,0,30-332,300,300,,instock,,,2,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/fluorescent-green.jpg,fluorescent-green,,,,https://fixit.com.bd/wp-content/uploads/2020/01/fluorescent-green.jpg,,Bosny,simple,,"Paint>Spray Paint>General Purpose",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,400ml-fluorescent-green-color-spray-paint-bosny-brand,,,0,0,open,closed,2020-06-02,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
13972,"400ml Fluorescent Yellow Color Spray Paint Bosny Brand","<strong>Features:</strong>

Bosny Brand Fluorescent  Yellow Color Spray Paint

Specially formulated to add bright colors

To advertising signs, displays,sports equipment, etc.

Can adhere to metal, wood, glass and most plastics.

Extra brilliance is achieved

When applied over a base coat of white paint

&nbsp;

<strong>Size: 400ml</strong>

<strong>Material:</strong> Aerosol Spray Can

&nbsp;

<strong>Uses:</strong>

Wood

Metal

Wicker

Plastic

Hard Vinyl

Glass",,2020-01-20,product,https://fixit.com.bd/product/400ml-fluorescent-yellow-color-spray-paint-bosny-brand/,0,30-261.,300,300,,instock,,,12,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/fluorescent-yellow.jpg,fluorescent-yellow,,,,https://fixit.com.bd/wp-content/uploads/2020/01/fluorescent-yellow.jpg,,Bosny,simple,,"Paint>Spray Paint>General Purpose",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,400ml-fluorescent-yellow-color-spray-paint-bosny-brand,,,0,0,open,closed,2020-06-21,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,4.2.0,,,0,0
13974,"1/4 Inch Reversible Ratchet Tolsen Brand 15118","<h3><b>Features:</b></h3>
<ul>
 	<li>Chrome matte finish and anti-rust materials</li>
 	<li>Rubberized plastic handle for better grip</li>
 	<li>Reverse selector</li>
 	<li data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.182a5b0brHAJt1"">Socket release button.</li>
</ul>
&nbsp;
<h3><b>Specifications:</b></h3>
<ul>
 	<li><strong>Brand:</strong> Tolsen</li>
 	<li><strong>Model:</strong> 15118</li>
 	<li><strong>Drive size:</strong> 1/4”</li>
 	<li>Matte chrome finish</li>
 	<li><strong>Length:</strong> 15.5cm or 6in</li>
 	<li data-spm-anchor-id=""a2a0e.pdp.product_detail.i1.182a5b0brHAJt1""><strong>Weight:</strong> 151gm</li>
</ul>",,2020-01-20,product,https://fixit.com.bd/product/1-4-inch-reversible-ratchet-tolsen-brand-15118/,0,01-1511.,550,550,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/15118-.jpg,15118-,,,,https://fixit.com.bd/wp-content/uploads/2020/01/15118-.jpg,,Tolsen,simple,,"Tools and Hardware>Hand Tools>Sockets and Ratchets",,,publish,2,lsneeha,ecommercefixit@gmail.com,Lazira,Parvin,1-4-inch-reversible-ratchet-tolsen-brand-15118,,,0,0,open,closed,2020-06-21,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,4.2.0,,,0,0
13976,"400ml Fluorescent Orange Yellow Color Spray Paint Bosny Brand","<strong>Features:</strong>

Bosny Brand Fluorescent Orange Yellow Color Spray Paint

Specially formulated to add bright colors

To advertising signs, displays,sports equipment, etc.

Can adhere to metal, wood, glass and most plastics.

Extra brilliance is achieved

When applied over a base coat of white paint

&nbsp;

<strong>Size: 400ml</strong>

<strong>Material:</strong> Aerosol Spray Can

&nbsp;

<strong>Uses:</strong>

Wood

Metal

Wicker

Plastic

Hard Vinyl

Glass

&nbsp;",,2020-01-20,product,https://fixit.com.bd/product/400ml-fluorescent-orange-yellow-color-spray-paint-bosny-brand/,0,30-9882,300,300,,outofstock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/orange-yellow.jpg,orange-yellow,,,,https://fixit.com.bd/wp-content/uploads/2020/01/orange-yellow.jpg,,Bosny,simple,outofstock,"Paint>Spray Paint>General Purpose",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,400ml-fluorescent-orange-yellow-color-spray-paint-bosny-brand,,,0,0,open,closed,2020-06-21,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,4.2.0,,,0,0
13978,"400ml Hmmer Finish Silver Color Spray Paint Bosny Brand","<strong>Features:</strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">Bosny brand hammer finish silver color spray paint</span></li>
 	<li><span class=""a-list-item"">Specially formulated paint with unique hammer texture.</span></li>
 	<li><span class=""a-list-item"">This product provides long lasting protection </span></li>
 	<li><span class=""a-list-item"">To surface against rust and corrosion.</span></li>
 	<li><span class=""a-list-item"">The paint film is tough and highly durable.</span></li>
</ul>
&nbsp;

<strong>Size: 400ml</strong>

<span class=""a-list-item""><strong>Material:</strong> Aerosol Spray Can</span>

&nbsp;

<strong>Uses:</strong>

Metal

Wood

Stone

Concrete, etc

&nbsp;

&nbsp;",,2020-01-20,product,https://fixit.com.bd/product/400ml-hmmer-finish-silver-color-spray-paint-bosny-brand/,0,30-9884,320,320,,instock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/hammer-finish.jpg,hammer-finish,,,,https://fixit.com.bd/wp-content/uploads/2020/01/hammer-finish.jpg,,Bosny,simple,,"Paint>Spray Paint>General Purpose",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,400ml-hmmer-finish-silver-color-spray-paint-bosny-brand,,,0,0,open,closed,2020-06-02,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
13981,"400ml Hmmer Finish Green Color Spray Paint Bosny Brand","<strong>Features:</strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">Bosny brand hammer finish green color spray paint</span></li>
 	<li><span class=""a-list-item"">Specially formulated paint with unique hammer texture.</span></li>
 	<li><span class=""a-list-item"">This product provides long lasting protection</span></li>
 	<li><span class=""a-list-item"">To surface against rust and corrosion.</span></li>
 	<li><span class=""a-list-item"">The paint film is tough and highly durable.</span></li>
</ul>
&nbsp;

<strong>Size: 400ml</strong>

<strong>Material:</strong> Aerosol Spray Can

&nbsp;

<strong>Uses:</strong>

Metal

Wood

Stone

Concrete, etc

&nbsp;

&nbsp;",,2020-01-20,product,https://fixit.com.bd/product/400ml-hmmer-finish-green-color-spray-paint-bosny-brand/,0,30-9885,320,320,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/hammer-green.jpg,hammer-green,,,,https://fixit.com.bd/wp-content/uploads/2020/01/hammer-green.jpg,,Bosny,simple,,"Paint>Spray Paint>General Purpose",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,400ml-hmmer-finish-green-color-spray-paint-bosny-brand,,,0,0,open,closed,2020-06-02,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
13983,"400ml Hammer Finish Blue Color Spray Paint Bosny Brand","<strong>Features:</strong>
<ul class=""a-unordered-list a-vertical a-spacing-none"">
 	<li><span class=""a-list-item"">Bosny brand hammer finish blue color spray paint</span></li>
 	<li><span class=""a-list-item"">Specially formulated paint with unique hammer texture.</span></li>
 	<li><span class=""a-list-item"">This product provides long lasting protection</span></li>
 	<li><span class=""a-list-item"">To surface against rust and corrosion.</span></li>
 	<li><span class=""a-list-item"">The paint film is tough and highly durable.</span></li>
</ul>
&nbsp;

<strong>Size: 400ml</strong>

<span class=""a-list-item""><strong>Material:</strong> Aerosol Spray Can</span>

&nbsp;

<strong>Uses:</strong>

Metal

Wood

Stone

Concrete, etc

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;

&nbsp;",,2020-01-20,product,https://fixit.com.bd/product/400ml-hmmer-finish-blue-color-spray-paint-bosny-brand/,0,30-272,320,320,,instock,,,2,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/hammer-blue.jpg,hammer-blue,,,,https://fixit.com.bd/wp-content/uploads/2020/01/hammer-blue.jpg,,Bosny,simple,,"Paint>Spray Paint>General Purpose",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,400ml-hmmer-finish-blue-color-spray-paint-bosny-brand,,,0,0,open,closed,2020-06-02,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
13989,"250mm 10 Inch Water Pump Pliers Tolsen Brand 10029","<strong>Specifications:</strong>
<ul>
 	<li><strong>Brand:</strong> Tolsen</li>
 	<li><strong>Model:</strong> 10029</li>
 	<li><strong>Size:</strong> 10” or 250mm</li>
 	<li><strong>Max opening:</strong> 45mm</li>
 	<li>Two-component plastic handle.</li>
 	<li>Industrial Quality,</li>
 	<li data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.73ff43ebQWpxHk"">Forged steel, black finish.</li>
</ul>",,2020-01-20,product,https://fixit.com.bd/product/250mm-10-inch-water-pump-pliers-tolsen-brand-10029/,0,,508,508,,instock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/10029-1.jpg,10029,,,,https://fixit.com.bd/wp-content/uploads/2020/01/10029-1.jpg,,Tolsen,simple,,"Tools and Hardware>Hand Tools>Pliers",,,publish,2,lsneeha,ecommercefixit@gmail.com,Lazira,Parvin,250mm-10-inch-water-pump-pliers-tolsen-brand-10029,,,0,0,open,closed,2020-06-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
13992,"10.5 Inch Hand Riveter Tolsen Brand 43003","<strong>Features:</strong>

<strong>Model:</strong> 43003

<strong>Tool length:</strong> 25 cm.

Aluminium body

Supplied nozzle wrench

Suitable for aluminium rivets

<strong>Compatible with rivets of size:</strong> 2.4mm, 3.2mm, 4.0mm and 4.8mm.

&nbsp;",,2020-01-20,product,https://fixit.com.bd/product/10-5-inch-hand-riveter-tolsen-brand-43003/,0,Fixit-43003,508,508,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/43003-1.jpg,43003-1,,,,https://fixit.com.bd/wp-content/uploads/2020/01/43003-1.jpg,,Tolsen,simple,,"Tools and Hardware>Hand Tools>Rivet Tools and Rivets",,,publish,2,lsneeha,ecommercefixit@gmail.com,Lazira,Parvin,10-5-inch-hand-riveter-tolsen-brand-43003,,,0,0,open,closed,2020-06-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
13994,"6 Pcs Insulated Screwdriver Set Total Brand","<b>Include:</b> SL3.0×75, SL4.0×100, SL6.5×150, PH0×60, PH1×80, PH2×100
<b>TOTAL new design handle</b>
<b>Use Aluminum frame with 4pcs Screw and 4pcs Screw Plug</b>",,2020-01-20,product,https://fixit.com.bd/product/6-pcs-insulated-screwdriver-set-total-brand/,0,01-8975,700,700,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/total-screwdriver-set-6pcs.jpg,total-screwdriver-set-6pcs,,,,https://fixit.com.bd/wp-content/uploads/2020/01/total-screwdriver-set-6pcs.jpg,,Total,simple,,"Tools and Hardware>Hand Tools>Screwdrivers",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,6-pcs-insulated-screwdriver-set-total-brand,,,0,0,open,closed,2020-01-20,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
13998,"24pcs 1/2 Inch Socket Set Total Brand","<ul>
 	<li><strong>18 pcs sockets 1/2″ (10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-27-30-32mm)</strong></li>
 	<li><strong>2 pcs 1/2″ extension bar (125mm &amp; 250mm)</strong></li>
 	<li><strong>1 pc 1/2″ sliding T bar</strong></li>
 	<li><strong>1 pc1/2″  universal joint</strong></li>
 	<li><strong>1 pc 1/2″ speeder handle</strong></li>
 	<li><strong>1 pc 1/2″ ratchet handle</strong></li>
</ul>",,2020-01-20,product,https://fixit.com.bd/product/24pcs-1-2-inch-socket-set-total-brand/,0,01-98741,3800,3800,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/total-socket-set-24.jpg,total-socket-set-24,,,,https://fixit.com.bd/wp-content/uploads/2020/01/total-socket-set-24.jpg,,Total,simple,,"Tools and Hardware>Hand Tools>Sockets and Ratchets",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,24pcs-1-2-inch-socket-set-total-brand,,,0,0,open,closed,2020-01-20,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
14001,"117 pcs Tool Set Total Brand","TOTAL 117PCS TOOLS SET INCLUDES :

1 Pcs 80Z Claw Hammar

1 Pcs 6″ Pliers

1 Pcs 6″ Long  Nose Pliers

1 Pcs SL5.5*100 Screwdriver

1 Pcs PH1*100 Screwdriver

1 Pcs Screwdriver Tester",,2020-01-20,product,https://fixit.com.bd/product/117-pcs-tool-set-total-brand/,0,01-5968,3850,3850,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/total-tool-set.jpg,"total-tool set",,,,https://fixit.com.bd/wp-content/uploads/2020/01/total-tool-set.jpg,,Total,simple,,"Tools and Hardware>Hand Tools|Tools and Hardware>Tools Storage>Tools Set",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,117-pcs-tool-set-total-brand,,,0,0,open,closed,2020-01-20,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
14003,"1600W 2800rpm 50L Electric Lawn Mower (Grass Cutter) Total Brand","<strong>Features:</strong>
<ul>
 	<li><strong>Voltage:</strong> 220V-240~50Hz</li>
 	<li><strong>Input Power:</strong> 1600W</li>
 	<li>Induction motor</li>
 	<li><strong>No-load speed:</strong> 2800rpm</li>
 	<li><strong>Cutting width:</strong> 380mm</li>
 	<li><strong>Cutting height:</strong></li>
 	<li>28/38/48/58/68 mm</li>
 	<li><strong>Grass box size:</strong> 50L</li>
 	<li>With 0.35m power cord</li>
</ul>",,2020-01-20,product,https://fixit.com.bd/product/1600w-2800rpm-50l-electric-lawn-mower-grass-cutter-total-brand/,0,18-7539,18000,18000,,outofstock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/lawn-motor-total.jpg,lawn-motor-total,,,,https://fixit.com.bd/wp-content/uploads/2020/01/lawn-motor-total.jpg,,Total,simple,outofstock,"Lawn and Garden>Garden Tools>Grass Cutter",,outofstock,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,1600w-2800rpm-50l-electric-lawn-mower-grass-cutter-total-brand,,,0,0,open,closed,2020-07-16,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,4.2.2,,,0,0
14007,"10 Inch Hand Riveter Tolsen Brand 43001","<h3><b data-spm-anchor-id=""a2a0e.pdp.product_detail.i1.61a2e3701h3hYg"">Features:</b></h3>
<ul>
 	<li>All-steel construction</li>
 	<li>Durable black wrinkle finish</li>
 	<li>Nonslip cushioned handle grips</li>
 	<li>Rivet fittings and wrench are stored inside the handle</li>
 	<li>Supplied nozzle wrench</li>
 	<li data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.61a2e3701h3hYg"">Suitable for aluminum rivets.</li>
</ul>
&nbsp;
<h3><b>Specifications:</b></h3>
<ul>
 	<li><strong>Brand:</strong> Tolsen</li>
 	<li><strong>Model:</strong> 43001</li>
 	<li>Made of rugged steel</li>
 	<li><strong>Applicable rivet:</strong>  2.4mm (3/32""), 3.2mm (1/8""), 4.0mm (5/32""), 4.8mm (3/16"")</li>
 	<li><strong>Length:</strong> 10¼in or 25cm</li>
 	<li data-spm-anchor-id=""a2a0e.pdp.product_detail.i2.61a2e3701h3hYg""><strong>Weight:</strong> 18oz or 510g.</li>
</ul>",,2020-01-20,product,https://fixit.com.bd/product/10-inch-hand-riveter-tolsen-brand-43001/,0,Fixit-43001,320,320,,instock,,,0,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/43001.jpg,43001,,,,https://fixit.com.bd/wp-content/uploads/2020/01/43001.jpg,,Tolsen,simple,,"Tools and Hardware>Hand Tools>Rivet Tools and Rivets",,,publish,2,lsneeha,ecommercefixit@gmail.com,Lazira,Parvin,10-inch-hand-riveter-tolsen-brand-43001,,,0,0,open,closed,2020-06-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
14014,"Liquid Hand Soap Zepto Brand Antibacterial Antiviral","<h3>Zepto Liquid Hand Soap:</h3>
Zepto Liquid Hand Soap is the greatest Hand Soap in All of Bangladesh, Guaranteed. We care about Bangladesh's environment and people.

We do not use harmful chemicals such as Triclosan &amp; Cocamide DEA, which are common cancer causing and environmentally unsafe chemicals.

Zepto Formula is Antibacterial Antiviral Germicidal.

Use Zepto Liquid Hand Soap and keep viruses Miles away.

&nbsp;

<strong>Features:</strong>

Zepto Brand's very own trusted Germ &amp; Virus Protection formula

That keeps you healthy

And protected from 100 illness causing germs &amp; viruses

Zepto Liquid Hand wash to protect

Transference of germs &amp; viruses from your hands

&nbsp;

<strong>Product Benefits:</strong>

Sensitive skin freindly

A balance between protection and care.

And gives 99.9% germ protection in just 10 seconds.

No environmentally harmful or cancer causing chemicals used guaranteed.

&nbsp;
<h1>Recommendations:</h1>
According to Health Officials:

Please wash your Hands thoroughly whenever you visit a place.

Avoid touching your face without washing your hands.

Keep a hand sanitizer with you at all times.

&nbsp;

To learn more about our novel brand please visit:

<a href=""http://www.zeptoclean.com/"">www.zeptoclean.com</a>

&nbsp;

&nbsp;",,2020-03-20,product,https://fixit.com.bd/product/liquid-hand-soap-zepto-brand/,0,26-4305,90,90,,instock,,,68,Color,,no,no,no,Quality,Basic|Super|Supreme,yes,yes,yes,Size,"1 Liter|250 ml|5 Liter",yes,yes,yes,,https://fixit.com.bd/wp-content/uploads/2020/03/hand-soap-250ml-original-1.jpg|https://fixit.com.bd/wp-content/uploads/2020/03/hand-soap-250ml-original.jpg,hand-soap-250ml-original|hand-soap-250ml-original,|,|,|,https://fixit.com.bd/wp-content/uploads/2020/03/hand-soap-250ml-original-1.jpg,,Zepto,simple,,"Cleaning>Personal Care>Hand Soaps and Sanitizers",,,publish,1,fixit-admin,fixitbdonline@gmail.com,Mr,fixit,liquid-hand-soap-zepto-brand,,,0,0,open,closed,2020-07-15,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,"a:1:{s:7:""pa_size"";s:7:""5-liter"";}","a:2:{s:7:""pa_size"";a:6:{s:4:""name"";s:7:""pa_size"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""0"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}s:10:""pa_quality"";a:6:{s:4:""name"";s:10:""pa_quality"";s:5:""value"";s:0:"""";s:8:""position"";s:1:""1"";s:10:""is_visible"";s:1:""1"";s:12:""is_variation"";s:1:""1"";s:11:""is_taxonomy"";s:1:""1"";}}",4.2.2,,,0,0
14018,"18x100mm Snap-Off Blade Knife Tolsen Brand 30000","<strong>Features:</strong>
<ul class="""">
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i4.12d03193qjbq2y""><strong>Brand:</strong> Tolsen</li>
 	<li class=""""><strong>Model:</strong> 30000</li>
 	<li class="""" data-spm-anchor-id=""a2a0e.pdp.product_detail.i3.12d03193qjbq2y""><strong>Blade Size:</strong> 18x100mm</li>
 	<li data-spm-anchor-id=""a2a0e.pdp.product_detail.i3.12d03193qjbq2y"">
<p data-spm-anchor-id=""a2a0e.pdp.product_detail.i2.12d03193qjbq2y"">Replacement of blades for cutter.</p>
</li>
</ul>",,2020-01-21,product,https://fixit.com.bd/product/18x100mm-snap-off-blade-knife-tolsen-brand-30000/,0,fixit-30000,38,38,,instock,,,1,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/30000.jpg,30000,,,,https://fixit.com.bd/wp-content/uploads/2020/01/30000.jpg,,Tolsen,simple,,"Tools and Hardware>Hand Tools>Knives and Blades",,,publish,2,lsneeha,ecommercefixit@gmail.com,Lazira,Parvin,18x100mm-snap-off-blade-knife-tolsen-brand-30000,,,0,0,open,closed,2020-06-01,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,3.8.1,,,0,0
14022,"115mm  4.5 Inch Mini Diagonal Cutting Pliers Tolsen Brand 10033","<h3><b>Features:</b></h3>
<ul>
 	<li>Made of carbon hardened and tempered steel</li>
 	<li>Captive double leaf springs</li>
 	<li data-spm-anchor-id=""a2a0e.pdp.product_detail.i0.3aa333d5aRXvGv"">Each tool includes comfortable soft rubber handle grips.</li>
</ul>
&nbsp;
<h3><b>Specifications:</b></h3>
<ul>
 	<li><strong>Brand:</strong> Tolsen</li>
 	<li><strong>Model:</strong> 10033</li>
 	<li><strong>Color:</strong> black</li>
 	<li><strong>Pliers size:</strong>  11.5cm or 4.5in</li>
 	<li><strong>Material: </strong> carbon steel</li>
</ul>",,2020-01-21,product,https://fixit.com.bd/product/115mm-4-5-inch-mini-diagonal-cutting-pliers-tolsen-brand-10033/,0,14-250,153,153,,instock,,,3,Color,,no,no,no,Quality,,no,no,no,Size,,no,no,no,,https://fixit.com.bd/wp-content/uploads/2020/01/10033-1.jpg,10033-1,,,,https://fixit.com.bd/wp-content/uploads/2020/01/10033-1.jpg,,Tolsen,simple,,"Tools and Hardware>Hand Tools|Pliers",,,publish,2,lsneeha,ecommercefixit@gmail.com,Lazira,Parvin,115mm-4-5-inch-mini-diagonal-cutting-pliers-tolsen-brand-10033,,,0,0,open,closed,2020-07-06,no,no,,no,,,,,,,no,no,,,,,'-1,'-1,,,no,taxable,standard,,,,4.2.2,,,0,0
